CompanyName,Symbol,Sector,Keyword,Index
Avanti Feeds Limited,AVANTIFEED,NS,"Avanti Feeds, avanti feeds, avanti feeds limited, AVANTIFEED",NI
Avg Logistics Limited,AVG,NS,"AVG, avg logistics, Avg Logistics, avg logistics limited",NI
Aditya Vision Limited,AVL,NS,"aditya vision, Aditya Vision, aditya vision limited, AVL",NI
Avonmore Cap&Mgt Serv Limited,AVONMORE,NS,"AVONMORE, Avonmore Cap & Mgmt Serv, avonmore cap&mgt serv, avonmore cap&mgt serv limited, Avonmore Capital Managment Services",NI
Avro India Limited,AVROIND,NS,"avro india, Avro India, avro india limited, AVROIND",NI
Avt Natural Products Limited,AVTNPL,NS,"Avt Natural, Avt Natural Products, avt natural products, avt natural products limited, AVTNPL",NI
Awfis Space Solutions Limited,AWFIS,NS,"AWFIS, Awfis Space, awfis space solutions, Awfis Space Solutions, awfis space solutions limited",NI
Antony Waste Hdg Cell Limited,AWHCL,NS,"Antony Waste, Antony Waste Handling Cell, antony waste hdg cell, antony waste hdg cell limited, AWHCL",NI
Awl Agri Business Limited,AWL,NS,"AWL, awl agri business, Awl Agri Business, awl agri business limited",NIFTY 500
Axis Bank Limited,AXISBANK,"NIFTY FINANCIAL SERVICES 25/50, NIFTY PRIVATE BANK","Axis Bank, axis bank, axis bank limited, axis bank ltd, AXISBANK","NIFTY 100, NIFTY 200, NIFTY 50, NIFTY 500, NIFTY BANK, NIFTY FINANCIAL SERVICES"
Axita Cotton Limited,AXITA,NS,"AXITA, Axita Cotton, axita cotton, axita cotton limited",NI
Aym Syntex Limited,AYMSYNTEX,NS,"aym syntex, Aym Syntex, aym syntex limited, AYMSYNTEX",NI
Azad Engineering Limited,AZAD,NS,"AZAD, Azad Engineering, azad engineering, azad engineering limited",NI
B.A.G Films & Media Limited,BAGFILMS,NS,"B.A.G Films & Media, b.a.g films & media, b.a.g films & media limited, BAG Films & Media, BAG Films and Media, BAGFILMS",NI
Baid Finserv Limited,BAIDFIN,NS,"baid finserv, Baid Finserv, baid finserv limited, Baid Leasing & Fin, BAIDFIN",NI
Bajaj Auto Limited,BAJAJ-AUTO,NIFTY AUTO,"bajaj auto, Bajaj Auto, bajaj auto limited, bajaj auto ltd, BAJAJ-AUTO","NIFTY 100, NIFTY 200, NIFTY 50, NIFTY 500"
Bajaj Consumer Care Limited,BAJAJCON,NS,"bajaj consumer care, Bajaj Consumer Care, bajaj consumer care limited, BAJAJCON",NI
Bajaj Elect.Ltd,BAJAJELEC,NS,"bajaj elect., bajaj elect.ltd, Bajaj Electricals, BAJAJELEC",NI
Bajaj Finserv Ltd.,BAJAJFINSV,"NIFTY FINANCIAL SERVICES 25/50, NIFTY FINANCIAL SERVICES EX-BANK","Bajaj Finserv, bajaj finserv, bajaj finserv ltd, bajaj finserv ltd., BAJAJFINSV","NIFTY 100, NIFTY 200, NIFTY 50, NIFTY 500, NIFTY FINANCIAL SERVICES"
Bajaj Healthcare Limited,BAJAJHCARE,NS,"bajaj healthcare, Bajaj Healthcare, bajaj healthcare limited, BAJAJHCARE",NI
Bajaj Housing Finance Limited,BAJAJHFL,NS,"bajaj housing finance, Bajaj Housing Finance, bajaj housing finance limited, BAJAJHFL","NIFTY 100, NIFTY 200, NIFTY 500, NIFTY NEXT 50"
Bajaj Hindusthan Sugar Lt,BAJAJHIND,NS,"Bajaj Hindusthan Sugar, bajaj hindusthan sugar lt, BAJAJHIND",NI
Bajaj Holdings & Invs Limited,BAJAJHLDNG,NS,"Bajaj Holdings & Investment, Bajaj Holdings & Invs, bajaj holdings & invs, bajaj holdings & invs limited, BAJAJHLDNG","NIFTY 100, NIFTY 200, NIFTY 500, NIFTY NEXT 50"
Indef Manufacturing Limited,BAJAJINDEF,NS,"BAJAJINDEF, indef manufacturing, Indef Manufacturing, indef manufacturing limited",NI
Bajel Projects Limited,BAJEL,NS,"BAJEL, bajel projects, Bajel Projects, bajel projects limited",NI
Bajaj Finance Limited,BAJFINANCE,"NIFTY FINANCIAL SERVICES 25/50, NIFTY FINANCIAL SERVICES EX-BANK","bajaj finance, Bajaj Finance, bajaj finance limited, bajaj finance ltd, BAJFINANCE","NIFTY 100, NIFTY 200, NIFTY 50, NIFTY 500, NIFTY FINANCIAL SERVICES"
Shree Tirupati Balajee L,BALAJEE,NS,"BALAJEE, Shree Tirupati Balajee, Shree Tirupati Balajee Agro Trading, shree tirupati balajee l",NI
Balaji Telefilms Limited.,BALAJITELE,NS,"balaji telefilms, Balaji Telefilms, balaji telefilms limited., BALAJITELE",NI
Balaji Amines Limited,BALAMINES,NS,"balaji amines, Balaji Amines, balaji amines limited, BALAMINES",NI
Balaxi Pharma Limited,BALAXI,NS,"BALAXI, Balaxi Pharma, balaxi pharma, balaxi pharma limited",NI
Balkrishna Paper Mills L,BALKRISHNA,NS,"BALKRISHNA, Balkrishna Paper Mills, balkrishna paper mills l",NI
Balkrishna Ind. Limited,BALKRISIND,NS,"balkrishna ind., Balkrishna Ind., balkrishna ind. limited, Balkrishna India, BALKRISIND",NIFTY 500
Balmer Lawrie & Co Limited,BALMLAWRIE,NS,"Balmer Lawrie, balmer lawrie & co, balmer lawrie & co limited, Balmer Lawrie & Company, BALMLAWRIE",NI
Bal Pharma Ltd.,BALPHARMA,NS,"Bal Pharma, bal pharma, bal pharma ltd., BALPHARMA",NI
Balrampur Chini Mills Limited,BALRAMCHIN,NS,"BALRAMCHIN, balrampur chini mills, Balrampur Chini Mills, balrampur chini mills limited",NIFTY 500
Balu Forge Industries Limited,BALUFORGE,NS,"Balu Forge, balu forge industries, Balu Forge Industries, balu forge industries limited, Balu Industries, BALUFORGE",NI
Banaras Beads Limited,BANARBEADS,NS,"Banaras Beads, banaras beads, banaras beads limited, BANARBEADS",NI
Bannari Amman Sugars Limited,BANARISUG,NS,"BANARISUG, Bannari Amman Sugars, bannari amman sugars, bannari amman sugars limited",NI
Banco Products (I) Limited,BANCOINDIA,NS,"Banco India, Banco Products, banco products (i), banco products (i) limited, BANCOINDIA",NI
Bandhan Bank Limited,BANDHANBNK,"NIFTY MIDSMALL FINANCIAL SERVICES, NIFTY PRIVATE BANK","Bandhan Bank, bandhan bank, bandhan bank limited, BANDHANBNK",NIFTY 500
Bang Overseas Ltd.,BANG,NS,"BANG, Bang Overseas, bang overseas, bang overseas ltd.",NI
Banka Bioloo Limited,BANKA,NS,"BANKA, Banka Bioloo, banka bioloo, banka bioloo limited",NI
Bank of Baroda,BANKBARODA,NIFTY PSU BANK,"Bank of Baroda, bank of baroda, BANKBARODA, bob, BOB","NIFTY 100, NIFTY 200, NIFTY 500, NIFTY BANK, NIFTY NEXT 50"
Bank of India,BANKINDIA,"NIFTY MIDSMALL FINANCIAL SERVICES, NIFTY PSU BANK","bank of india, Bank of India, BANKINDIA, BOI, sbi bank, SBIN, state bank of india","NIFTY 200, NIFTY 500"
Bansal Wire Industries L,BANSALWIRE,NS,"Bansal Wire, Bansal Wire Industries, bansal wire industries l, BANSALWIRE",NI
Banswara Syntex Limited,BANSWRAS,NS,"Banswara Syntex, banswara syntex, banswara syntex limited, BANSWRAS",NI
Basf India Limited,BASF,NS,"BASF, Basf India, basf india, basf india limited",NIFTY 500
Bannari Am Spin Mill Ltd.,BASML,NS,"Bannari Am Spin Mill, bannari am spin mill, bannari am spin mill ltd., Bannari Amman Spinning, Bannari Amman Spinning Mill, BASML",NI
Bata India Limited,BATAINDIA,NIFTY CONSUMER DURABLES,"bata india, Bata India, bata india limited, BATAINDIA",NIFTY 500
Bayer Cropscience Limited,BAYERCROP,NIFTY CHEMICALS,"bayer cropscience, Bayer Cropscience, bayer cropscience limited, BAYERCROP",NIFTY 500
Bharat Bijlee Limited,BBL,NS,"BBL, bharat bijlee, Bharat Bijlee, bharat bijlee limited",NI
Black Box Limited,BBOX,NS,"BBOX, Black Box, black box, black box limited",NI
Bombay Burmah Trading Cor,BBTC,NS,"BBTC, Bombay Burmah Trading, Bombay Burmah Trading Co, bombay burmah trading cor, Bombay Burmah Trading Corp, Bombay Burmah Trading Corporation, Bombay Burmah Trdg",NIFTY 500
B&B Triplewall Cont Limited,BBTCL,NS,"B&B Triplewall Cont, b&b triplewall cont, b&b triplewall cont limited, B&B Triplewall Containers, BB Triplewall Containers, BBTCL",NI
Brightcom Group Limited,BCG,NS,"BCG, Brightcom Group, brightcom group, brightcom group limited",NI
Bcl Industries Limited,BCLIND,NS,"Bcl Industries, bcl industries, bcl industries limited, BCLIND",NI
Bharat Dynamics Limited,BDL,NS,"BDL, bharat dynamics, Bharat Dynamics, bharat dynamics limited","NIFTY 200, NIFTY 500"
Beardsell Limited,BEARDSELL,NS,"beardsell, Beardsell, BEARDSELL, beardsell limited",NI
Mrs Bectors Food Spe Limited,BECTORFOOD,NS,"BECTORFOOD, mrs bectors food spe, mrs bectors food spe limited, Mrs Bectors Food Specialities",NI
Bedmutha Indust Limited,BEDMUTHA,NS,"BEDMUTHA, bedmutha indust, bedmutha indust limited, Bedmutha Industries",NI
Bharat Electronics Limited,BEL,NS,"BEL, bharat electronics, Bharat Electronics, bharat electronics limited, bharat electronics ltd","NIFTY 100, NIFTY 200, NIFTY 50, NIFTY 500"
Bella Casa Fash & Ret L,BELLACASA,NS,"bella casa fash & ret l, Bella Casa Fashion, Bella Casa Fashion & Retail, BELLACASA",NI
Belrise Industries Limited,BELRISE,NS,"BELRISE, belrise industries, Belrise Industries, belrise industries limited",NI
Bhansali Eng. Polymers Lt,BEPL,NS,"BEPL, Bhansali Eng. Polymers, bhansali eng. polymers lt, Bhansali Engg. Polymers",NI
Berger Paints (I) Limited,BERGEPAINT,NS,"BERGEPAINT, Berger Paints, berger paints (i), berger paints (i) limited, Berger Paints Ind, Berger Paints India",NIFTY 500
Best Agrolife Limited,BESTAGRO,NS,"Best Agrolife, best agrolife, best agrolife limited, BESTAGRO",NI
Beta Drugs Limited,BETA,NS,"BETA, Beta Drugs, beta drugs, beta drugs limited",NI
Bf Investment Limited,BFINVEST,NS,"Bf Investment, bf investment, bf investment limited, BFINVEST",NI
Bhagiradha Chem & Inds L,BHAGCHEM,NS,"BHAGCHEM, Bhagiradha Chem & Inds, bhagiradha chem & inds l, Bhagiradha Chemicals & Industries",NI
Bhageria Industries Limited,BHAGERIA,NS,"BHAGERIA, Bhageria Industries, bhageria industries, bhageria industries limited",NI
Bhandari Hosiery Exp Limited,BHANDARI,NS,"BHANDARI, bhandari hosiery exp, Bhandari Hosiery Exp, bhandari hosiery exp limited, Bhandari Hosiery Exports",NI
Bharat Forge Limited,BHARATFORG,NIFTY AUTO,"Bharat Forge, bharat forge, bharat forge limited, BHARATFORG","NIFTY 200, NIFTY 500"
Bharat Rasayan Limited,BHARATRAS,NS,"Bharat Rasayan, bharat rasayan, bharat rasayan limited, BHARATRAS",NI
Bharat Seats Limited,BHARATSE,NS,"bharat seats, Bharat Seats, bharat seats limited, BHARATSE",NI
Bharat Wire Ropes Ltd.,BHARATWIRE,NS,"bharat wire ropes, Bharat Wire Ropes, bharat wire ropes ltd., BHARATWIRE",NI
Bharti Airtel Limited,BHARTIARTL,NS,"Airtel, airtel, Bharti Airtel, bharti airtel, bharti airtel limited, bharti airtel ltd, BHARTIARTL","NIFTY 100, NIFTY 200, NIFTY 50, NIFTY 500"
Bharti Hexacom Limited,BHARTIHEXA,NIFTY MIDSMALL IT & TELECOM,"bharti hexacom, Bharti Hexacom, bharti hexacom limited, BHARTIHEXA","NIFTY 200, NIFTY 500"
Bhel,BHEL,NS,"BHEL, Bhel, bhel","NIFTY 200, NIFTY 500"
Bigbloc Construction Limited,BIGBLOC,NS,"BIGBLOC, bigbloc construction, Bigbloc Construction, bigbloc construction limited",NI
Bikaji Foods Intern Limited,BIKAJI,NS,"Bikaji, BIKAJI, bikaji foods intern, bikaji foods intern limited, Bikaji Foods International",NIFTY 500
Bhartiya International,BIL,NS,"Bhartiya, Bhartiya International, bhartiya international, BIL",NI
Biocon Limited.,BIOCON,"NIFTY HEALTHCARE INDEX, NIFTY MIDSMALL HEALTHCARE, NIFTY PHARMA, NIFTY500 HEALTHCARE","Biocon, BIOCON, biocon, biocon limited.","NIFTY 200, NIFTY 500"
Biofil Chem & Pharma Limited,BIOFILCHEM,NS,"biofil chem & pharma, Biofil Chem & Pharma, biofil chem & pharma limited, Biofil Chemicals & Pharmaceuticals, BIOFILCHEM",NI
Birla Cable Limited,BIRLACABLE,NS,"birla cable, Birla Cable, birla cable limited, BIRLACABLE",NI
Birla Corporation Limited,BIRLACORPN,NS,"Birla Corporation, birla corporation, birla corporation limited, BIRLACORPN",NI
Aditya Birla Money Limited,BIRLAMONEY,NS,"aditya birla money, Aditya Birla Money, aditya birla money limited, BIRLAMONEY",NI
Birlanu Limited,BIRLANU,NS,"BIRLANU, birlanu, Birlanu, birlanu limited",NI
Blackbuck Limited,BLACKBUCK,NS,"Blackbuck, BLACKBUCK, blackbuck, blackbuck limited",NI
Beml Land Assets Limited,BLAL,NS,"Beml Land Assets, beml land assets, beml land assets limited, BLAL",NI
Blb Limited,BLBLIMITED,NS,"blb, Blb, BLB, blb limited, BLBLIMITED",NI
Bliss Gvs Pharma Limited,BLISSGVS,NS,"Bliss Gvs Pharma, bliss gvs pharma, bliss gvs pharma limited, BLISSGVS",NI
B.L.Kashyap & Son Limited,BLKASHYAP,NS,"B.L.Kashyap & Son, b.l.kashyap & son, b.l.kashyap & son limited, BL Kashyap & Son, BLKASHYAP",NI
Bls Intl Servs Limited,BLS,NS,"BLS, BLS International ServicesBLS International, Bls Intl Servs, bls intl servs, bls intl servs limited",NIFTY 500
Bls E-Services Limited,BLSE,NS,"bls e-services, Bls E-Services, bls e-services limited, BLSE",NI
Blue Dart Express Limited,BLUEDART,NS,"Blue Dart Express, blue dart express, blue dart express limited, BLUEDART",NIFTY 500
Blue Jet Healthcare Limited,BLUEJET,NS,"Blue Jet Healthcare, blue jet healthcare, blue jet healthcare limited, BLUEJET",NIFTY 500
Blue Star Limited,BLUESTARCO,NIFTY CONSUMER DURABLES,"Blue Star, blue star, blue star limited, BLUESTARCO","NIFTY 200, NIFTY 500"
Bluestone Jewel Lfstl Limited,BLUESTONE,NS,"BLUESTONE, bluestone jewel lfstl, Bluestone Jewel Lfstl, bluestone jewel lfstl limited, Bluestone Jewellery Lifestyle",NI
Bluspring Enterprises Limited,BLUSPRING,NS,"BLUSPRING, Bluspring Enterprises, bluspring enterprises, bluspring enterprises limited",NI
Bmw Ventures Limited,BMWVENTLTD,NS,"Bmw Ventures, bmw ventures, bmw ventures limited, BMWVENTLTD",NI
Bodal Chemicals Limited,BODALCHEM,NS,"Bodal Chemicals, bodal chemicals, bodal chemicals limited, BODALCHEM",NI
Bohra Industries Limited,BOHRAIND,NS,"bohra industries, Bohra Industries, bohra industries limited, BOHRAIND",NI
Bombay Dyeing & Mfg. Co L,BOMDYEING,NS,"Bombay Dyeing, Bombay Dyeing & Manufacturing Co., bombay dyeing & mfg. co l, Bombay Dyeing & Mfg. Co., Bombay Dyeing Co., BOMDYEING",NI
Borana Weaves Limited,BORANA,NS,"BORANA, borana weaves, Borana Weaves, borana weaves limited",NI
Borosil Limited,BOROLTD,NS,"BOROLTD, borosil, Borosil, borosil limited",NI
Borosil Renewables Limited,BORORENEW,NS,"BORORENEW, borosil renewables, Borosil Renewables, borosil renewables limited",NI
Borosil Scientific Limited,BOROSCI,NS,"BOROSCI, Borosil Scientific, borosil scientific, borosil scientific limited",NI
Bosch Limited,BOSCHLTD,NIFTY AUTO,"bosch, Bosch, bosch limited, BOSCHLTD","NIFTY 100, NIFTY 200, NIFTY 500, NIFTY NEXT 50"
Bharat Petroleum Corp Lt,BPCL,NIFTY OIL & GAS,"Bharat Petroleum, Bharat Petroleum Corp, bharat petroleum corp lt, Bharat Petroleum Corporation, BPCL","NIFTY 100, NIFTY 200, NIFTY 500, NIFTY NEXT 50"
Bpl Limited,BPL,NS,"BPL, bpl, Bpl, bpl limited",NI
Brigade Enter. Limited,BRIGADE,NIFTY REALTY,"BRIGADE, brigade enter., brigade enter. limited, Brigade Enterprises",NIFTY 500
Brigade Hotel Venture Limited,BRIGHOTEL,NS,"brigade hotel venture, Brigade Hotel Venture, brigade hotel venture limited, BRIGHOTEL",NI
Britannia Industries Limited,BRITANNIA,NIFTY FMCG,"BRITANNIA, britannia industries, Britannia Industries, britannia industries limited","NIFTY 100, NIFTY 200, NIFTY 500, NIFTY NEXT 50"
Bharat Road Network Limited,BRNL,NS,"Bharat Road Network, bharat road network, bharat road network limited, BRNL",NI
Brooks Lab Limited,BROOKS,NS,"BROOKS, brooks lab, Brooks Lab, brooks lab limited",NI
Bse Limited,BSE,"NIFTY FINANCIAL SERVICES 25/50, NIFTY FINANCIAL SERVICES EX-BANK, NIFTY MIDSMALL FINANCIAL SERVICES","Bse, bse, BSE, bse limited","NIFTY 200, NIFTY 500, NIFTY FINANCIAL SERVICES"
Bombay Super Hybrid Seeds,BSHSL,NS,"Bombay Super Hybrid Seeds, bombay super hybrid seeds, BSHSL",NI
Bsl Limited,BSL,NS,"BSL, bsl, Bsl, bsl limited",NI
Birlasoft Limited,BSOFT,NIFTY MIDSMALL IT & TELECOM,"Birlasoft, birlasoft, birlasoft limited, BSOFT",NIFTY 500
Bodhi Tree Multimedia Limited,BTML,NS,"bodhi tree multimedia, Bodhi Tree Multimedia, bodhi tree multimedia limited, BTML",NI
Btrfly Gandhi Appl Limited,BUTTERFLY,NS,"Btrfly Gandhi Appl, btrfly gandhi appl, btrfly gandhi appl limited, BUTTERFLY, Butterfly Gandhi Appliances",NI
The Byke Hospitality Limited,BYKE,NS,"BYKE, The Byke Hospitality, the byke hospitality, the byke hospitality limited",NI
California Software Co Lt,CALSOFT,NS,"california software co lt, California Software Co., California Software Corporation, CALSOFT",NI
Camlin Fine Sciences Limited,CAMLINFINE,NS,"Camlin Fine Sciences, camlin fine sciences, camlin fine sciences limited, CAMLINFINE",NI
Campus Activewear Limited,CAMPUS,NS,"CAMPUS, Campus Activewear, campus activewear, campus activewear limited",NIFTY 500
Computer Age Mngt Ser Limited,CAMS,"NIFTY FINANCIAL SERVICES EX-BANK, NIFTY MIDSMALL FINANCIAL SERVICES","CAMS, Computer Age Management Services, Computer Age Mngt Ser, computer age mngt ser, computer age mngt ser limited",NIFTY 500
Canara Bank,CANBK,NIFTY PSU BANK,"canara bank, Canara Bank, CANBK","NIFTY 100, NIFTY 200, NIFTY 500, NIFTY BANK, NIFTY NEXT 50"
Can Fin Homes Limited,CANFINHOME,NS,"can fin homes, Can Fin Homes, can fin homes limited, CANFINHOME",NIFTY 500
Canara Hsbc Life Ins Co L,CANHLIFE,NS,"Canara Hsbc Life Ins Co, canara hsbc life ins co l, Canara Hsbc Life Insurance, Canara Hsbc Life Insurance Company, CANHLIFE",NI
Cantabil Retail Limited,CANTABIL,NS,"CANTABIL, Cantabil Retail, cantabil retail, cantabil retail limited",NI
Capacite Infraproject Limited,CAPACITE,NS,"CAPACITE, capacite infraproject, Capacite Infraproject, capacite infraproject limited",NI
Capillary Techno India L,CAPILLARY,NS,"CAPILLARY, Capillary Techno India, capillary techno india l, Capillary Technologies, Capillary Technologies India",NI
Capital Small Fin Bank L,CAPITALSFB,NS,"Capital Small Fin Bank, capital small fin bank l, Capital Small Finance  Bank, Capital Small Finance Bank, CAPITALSFB",NI
Caplin Point Lab Ltd.,CAPLIPOINT,NIFTY500 HEALTHCARE,"Caplin Point Lab, caplin point lab, caplin point lab ltd., CAPLIPOINT",NIFTY 500
Capital Trust Limited,CAPTRUST,NS,"capital trust, Capital Trust, capital trust limited, CAPTRUST",NI
Carborundum Universal Limited,CARBORUNIV,NS,"carborundum universal, Carborundum Universal, carborundum universal limited, CARBORUNIV",NIFTY 500
Care Ratings Limited,CARERATING,NS,"Care Ratings, care ratings, care ratings limited, CARERATING",NI
Carraro India Limited,CARRARO,NS,"CARRARO, Carraro India, carraro india, carraro india limited",NI
Cartrade Tech Limited,CARTRADE,NS,"CARTRADE, cartrade tech, Cartrade Tech, cartrade tech limited",NI
Carysil Limited,CARYSIL,NS,"Carysil, CARYSIL, carysil, carysil limited",NI
Castrol India Limited,CASTROLIND,NIFTY OIL & GAS,"Castrol India, castrol india, castrol india limited, CASTROLIND",NIFTY 500
Country Club Hosp Hol Limited,CCHHL,NS,"CCHHL, country club hosp hol, Country Club Hosp Hol, country club hosp hol limited, Country Club Hospitality & Holidays",NI
Ccl Products (I) Limited,CCL,NS,"CCL, ccl products (i), ccl products (i) limited, Ccl Products India",NIFTY 500
Central Depo Ser (I) Limited,CDSL,"NIFTY FINANCIAL SERVICES EX-BANK, NIFTY MIDSMALL FINANCIAL SERVICES","CDSL, Central Dep. Services, Central Depo Ser (i), central depo ser (i), central depo ser (i) limited, Central Depo Ser i, Central Depository Services India",NIFTY 500
Ceat Limited,CEATLTD,NS,"ceat, Ceat, ceat limited, CEATLTD",NIFTY 500
Ceigall India Limited,CEIGALL,NS,"CEIGALL, Ceigall India, ceigall india, ceigall india limited",NI
Celebrity Fashions Limited,CELEBRITY,NS,"CELEBRITY, Celebrity Fashions, celebrity fashions, celebrity fashions limited",NI
Cello World Limited,CELLO,NS,"CELLO, Cello, cello world, Cello World, cello world limited",NI
Cemindia Projects Limited,CEMPRO,NS,"cemindia projects, Cemindia Projects, cemindia projects limited, CEMPRO",NI
Century Enka Limited,CENTENKA,NS,"CENTENKA, Century Enka, century enka, century enka limited",NI
Central Bank of India,CENTRALBK,NIFTY PSU BANK,"Central Bank of India, central bank of india, CENTRALBK",NIFTY 500
Centrum Capital Limited,CENTRUM,NS,"CENTRUM, Centrum Capital, centrum capital, centrum capital limited",NI
Centum Electronics Limited,CENTUM,NS,"CENTUM, Centum Electronics, centum electronics, centum electronics limited",NI
Century Plyboards (I) Limited,CENTURYPLY,NIFTY CONSUMER DURABLES,"Century Ply, Century Plyboards, century plyboards (i), century plyboards (i) limited, Century Plyboards India, CENTURYPLY",NIFTY 500
Cera Sanitaryware Limited,CERA,NIFTY CONSUMER DURABLES,"CERA, Cera Sanitaryware, cera sanitaryware, cera sanitaryware limited",NIFTY 500
Cesc Limited,CESC,NS,"cesc, CESC, Cesc, cesc limited",NIFTY 500
Concord Enviro Systems L,CEWATER,NS,"CEWATER, Concord Enviro, Concord Enviro Systems, concord enviro systems l",NI
